64,128,256,512,1024,2048
0.850000,2.770000,10.640000,42.270000,167.650000,667.290000
0.170000,0.280000,0.580000,1.170000,2.470000,5.260000
0.050000,0.130000,0.210000,0.440000,0.920000,2.020000
