64,128,256,512,1024,2048,4096,8192,16384
0.700000,2.700000,10.320000,41.620000,170.680000,686.360000,2712.080000,10871.120000,48543.220000
0.160000,0.320000,0.560000,1.160000,2.600000,5.440000,11.920000,26.340000,55.320000
0.040000,0.100000,0.200000,0.460000,0.940000,2.260000,4.480000,9.700000,23.020000
